--cc-algorithm (Client),--cc-algorithm (Server),--initial-cwnd-packets (Client),--initial-cwnd-packets (Server),--max-data (Client),--max-data (Server),--max-stream-data (Client),--max-stream-data (Server),--max-stream-window (Client),--max-stream-window (Server),--max-streams-bidi (Client),--max-streams-bidi (Server),--max-streams-uni (Client),--max-streams-uni (Server),--max-window (Client),--max-window (Server),Goodput (kbps),Test Number
bbr2,bbr,10,12,10797641,12181790,1392259,1106610,15467835,19826390,115,101,88,110,20960300,30057703,37067.18536933262,627
bbr2,bbr,10,12,10523295,12394490,1354887,1142339,14806070,18962365,113,97,82,105,21365040,29643255,35567.389764135085,628
bbr2,bbr2,10,9,10599665,12469631,1421451,842941,15678515,19423362,115,100,81,85,21511414,29918466,35159.88877739804,629
bbr,bbr,9,9,10271767,12222197,1272220,1068901,15079841,20207136,117,99,80,107,21147116,24077179,34969.143676579704,630
bbr2,bbr,8,9,10477176,12494196,1302136,784943,14350632,19170002,116,100,83,111,21800541,29490598,35706.09560350548,631
bbr2,bbr,8,11,10323140,12313623,1387966,810152,14600623,11908955,117,97,82,110,20932358,30185727,36327.986588894266,632
bbr2,bbr,10,9,10761230,13650998,1337968,719043,15288522,16451336,114,98,81,86,21308007,29159161,32635.34243228502,633
bbr2,bbr,8,9,10467340,12568656,1411106,748114,16772116,19687263,118,101,87,120,21532956,22379802,37132.20950290799,634
bbr2,bbr,8,11,10400225,13845724,1365804,993845,14983373,20046367,116,83,80,119,21725821,29712614,36636.4194993997,635
bbr,bbr,8,9,10139836,12048510,1449362,929777,14751717,19424957,94,99,83,120,22024389,29314397,35896.73717687576,636
bbr2,bbr,8,11,10055096,13559686,1314820,801383,15428145,13298622,118,102,80,106,21075291,21607667,33585.70701036805,637
bbr2,bbr,8,12,10003005,12406921,1386411,1121766,14459480,19719592,114,97,81,112,21387849,21878720,35554.289686273514,638
bbr2,reno,12,9,10617299,12272210,1424966,768043,14871910,12984308,113,85,82,118,21197805,29967262,32074.060167768668,639
bbr2,bbr,10,9,11015251,12574393,1344780,723812,15232587,19134387,117,100,80,110,20712713,28855858,35504.08936156525,640
bbr2,bbr,8,9,10802488,13467115,1281976,827187,15087479,19295349,117,98,81,84,21611217,22072293,36605.4046222974,641
bbr,bbr,8,11,10675340,12490993,1472436,735200,14671251,18947747,100,86,89,83,21933759,30196165,36012.48582765832,642
bbr2,bbr,8,9,10401712,13659777,1366736,1155036,15666459,11977375,118,99,81,85,20955694,29575936,36006.040060469284,643
bbr2,bbr,8,9,11156047,13436975,888094,865103,14891916,19973401,116,102,83,108,21432535,21483056,35825.57268502345,644
bbr2,bbr,8,12,15274184,13864610,1407205,1085427,14532676,12312399,110,97,82,87,24751376,23324148,36671.093574455546,645
bbr2,bbr,8,9,12189699,13993233,1331838,785697,15298076,19452166,116,101,98,120,21145783,21123958,36351.85245372387,646
bbr2,bbr,10,11,10541745,12655689,1443118,703329,14218145,19750958,115,90,80,118,21726233,22703405,35714.2285425751,647
bbr,bbr2,8,9,12316065,12411410,1385867,752031,13467702,18951685,111,96,87,86,21278324,29825524,36861.951713815906,648
reno,bbr,8,9,10928417,12260749,1299111,700369,15870499,12057707,100,87,81,117,28438274,21662510,37253.131514273555,649
bbr2,bbr,8,11,12085293,13606604,1360326,765758,15033648,19546738,97,84,80,111,21529616,20872828,35873.54167388319,650
bbr2,bbr,9,9,10270458,12138256,923311,798127,14739834,19178273,113,100,82,109,21996849,29058578,36672.10354877871,651
bbr2,bbr,10,9,12218005,14461571,1412458,734858,15422094,11837115,101,99,81,119,20938159,29387446,36104.74092163713,652
bbr2,bbr,8,12,10717362,13770837,1258490,1757297,15183633,18837183,98,98,90,85,21825292,22225183,36505.04736652232,653
bbr2,bbr,8,9,11297031,13364813,1488946,950756,14360352,11749118,117,83,83,112,22130146,28392805,35976.422312342605,654
bbr2,bbr,8,11,12421659,15942740,1329788,1161697,15528202,12740578,100,87,80,120,21318813,21902640,36534.58753271346,655
bbr,bbr,8,9,11999240,12657642,1369566,769855,13284136,20504662,112,92,81,107,20700918,28573022,35763.18032195614,656
bbr2,bbr,8,9,12267685,12405551,1433270,743144,14623342,20154092,101,86,87,119,20302875,21294249,35241.46933000269,657
bbr2,bbr,10,11,11485166,13528021,1396759,826535,14997458,19350577,110,91,82,104,21567533,29987319,35198.63042438382,658
bbr2,reno,8,12,10522713,14211965,1309507,1050824,13576547,19840092,99,85,80,87,21064327,29693312,31404.43418836952,659
bbr2,bbr,10,9,10195281,11841091,1344773,1132117,16122390,12119459,118,99,86,117,21457463,21538589,35618.752414961506,660
bbr2,bbr,8,9,12047788,13349450,1275072,1421715,14848613,19612765,114,80,88,86,21715002,29492232,35995.17867770644,661
bbr,bbr,8,9,10368098,13777627,1458107,722897,15203117,19107147,115,90,81,105,20817791,21045048,34353.17070134278,662
bbr2,bbr,11,11,12450191,12512400,1383656,793848,14490097,12396056,95,82,80,84,21208619,29215989,35651.51091440263,663
bbr2,bbr,8,9,12139184,13551396,1416631,1391288,14731628,19429102,111,89,83,85,21955608,29944767,36102.798581815456,664
bbr2,bbr,8,11,11786788,12346793,1361757,753383,14162607,19082017,101,98,82,110,22190068,21323320,37087.42456938953,665
bbr2,bbr,8,9,12343353,12747824,1327888,1303245,15537259,19847523,98,100,81,119,21306548,21828619,36224.82464318672,666
bbr2,bbr,10,9,10575267,14636660,1396556,776951,13373389,19273618,100,88,80,111,21042536,29775614,35926.93159644834,667
bbr,bbr2,8,12,10798048,12146943,1292822,1103538,15105902,13540319,112,97,82,118,21670099,20799691,35571.084856415684,668
bbr2,bbr,8,9,11438592,12587868,1428979,1181899,13090394,12195100,117,101,80,82,20628139,24650429,35645.10282917808,669
cubic,cubic,8,9,11671706,11947531,1352275,723964,15751450,18901661,96,85,81,83,21473464,28222322,31449.76350652194,670
bbr2,bbr,8,8,12201343,13370799,1375912,849434,14912877,19469118,99,84,86,112,21155478,29590748,34398.89741235539,671
reno,bbr,10,11,12512179,13479006,1448225,814015,16392094,11910115,118,99,83,120,21848150,22079930,31474.874454820245,672
bbr2,bbr,8,9,11938079,13666529,1257313,1028955,15327120,19992153,116,91,80,118,20890104,22454056,36202.00011479535,673
bbr2,bbr,8,11,11047086,12477580,1316874,744194,14612504,19616903,102,96,84,108,22293654,21697237,36289.357666955504,674
bbr2,cubic,8,12,12330891,13240587,1402731,902095,13798755,19190456,109,98,82,106,21380296,21478402,31790.624567733037,675
bbr,bbr,8,9,10381847,12293047,1341220,771488,14323629,12483698,101,83,81,86,21603425,29918325,34317.82515705363,676
bbr2,bbr,10,8,10584266,12656928,1377162,701080,15037197,15881287,115,89,93,88,21164216,28631255,35459.29092476184,677
bbr2,bbr,8,9,12143193,13945519,1420658,966441,13515194,11745425,93,86,81,110,22071417,28982229,35367.46740825594,678
bbr2,bbr,9,9,10923639,13445360,1472599,745936,14819006,18874185,116,100,80,85,20143084,29636462,35763.88169442345,679
bbr2,cubic,8,12,11823660,13718898,1355477,795191,17693027,12094263,103,88,88,109,20513910,30182242,29114.18158394241,680
bbr2,bbr,8,9,12020213,14920219,1289099,1129007,15328208,17067120,110,90,116,107,21821610,21908849,35993.04734064212,681
bbr2,reno,8,8,12565301,12767093,1395592,724132,13184080,19788072,97,93,82,119,21423382,21189797,31067.48020924957,682
bbr,bbr,10,11,10652129,13314090,1326101,766233,15139108,18740559,118,87,97,117,20898627,21582597,36567.85749159541,683
cubic,bbr,8,9,12401730,12409037,1434229,1717982,17038371,20346835,102,99,86,120,21637424,29278507,35193.66861949121,684
bbr2,bbr,8,9,11262563,12596030,1238726,1078078,15546767,19355412,99,97,80,86,21281540,20667415,34711.936225371224,685
bbr2,cubic,8,8,12228480,16525207,1307544,1203168,14487651,20147777,100,84,89,111,21101940,20913731,36527.46044995887,686
bbr2,bbr,8,11,10294198,13565973,1372494,1165835,14681181,19064832,114,98,85,84,21926273,29431574,35914.97997375502,687
bbr2,bbr,10,9,10178929,13229603,1407974,723014,12919508,19379584,111,92,104,112,21533541,29775035,31341.812843756994,688
bbr2,bbr,8,8,10487528,12198217,1348069,800110,14000690,19611267,98,102,81,113,22237071,20452169,35577.39090899838,689
bbr,bbr,9,9,10727682,15600417,1495152,748346,14896386,18578457,101,90,83,118,20818855,22198708,35545.852860665946,690
bbr2,bbr,8,9,11753529,12897059,1272105,778699,13381364,12638863,113,100,84,119,21330084,30059657,36407.81435270139,691
bbr2,cubic,8,12,12113300,13391030,1377794,700827,13711524,19758262,99,89,80,85,21762282,21418132,33718.84508865227,692
bbr2,bbr2,8,9,12313841,13756063,989555,997431,15127190,11988656,119,88,82,120,21016506,28780470,34956.10176872222,693
bbr2,bbr,10,8,12654234,12483761,1443097,834127,15345320,19258510,109,101,81,87,21479392,21779092,36481.757399110546,694
reno,bbr,8,11,12453325,14820152,859954,1319843,14383863,12237739,117,87,80,117,22375442,20648442,35441.49303157013,695
bbr2,bbr,8,9,11940853,13538037,1316032,934338,14891011,18999945,104,99,96,88,21179926,29969950,36085.48215235935,696
cubic,bbr,8,9,11630970,13152175,1397948,750999,13217499,19981550,103,98,83,83,21968637,29698231,36016.25852200641,697
bbr,cubic,10,12,12068312,12749223,1346526,1136818,14202350,19560260,100,91,115,108,21385106,22909984,38232.48203709485,698
bbr,cubic,10,12,12127082,12838526,1461065,1189442,13919776,18024887,100,92,114,108,20542494,22868152,36118.607527953514,699
bbr,cubic,10,12,11961354,12985761,1419902,1128442,13900282,19443287,98,90,116,108,21251374,23008218,31569.06606292883,700
bbr,cubic,10,12,12037554,12310198,1386787,1103479,14167508,18695667,99,91,117,107,20914507,22979446,31667.241729476864,701
bbr,cubic,10,12,12236395,12593866,1363372,1146708,13567985,19193909,97,92,114,116,20671692,21118072,35568.249370138234,702
bbr,cubic,10,12,11871593,13286566,1412015,1153978,14136110,12357180,100,90,117,107,21675703,22825363,33549.02389734775,703
bbr,cubic,10,12,15859009,13122649,1441313,1137683,13821470,18450360,117,93,115,105,21027717,23142008,35965.56336820442,704
bbr,cubic,10,12,12070202,11311673,1217618,1112462,14097140,18214783,108,89,116,118,21347086,22505198,31509.64509143633,705
bbr,cubic,10,12,12304841,12067334,1360334,1174433,13708935,12013739,98,89,115,119,22192836,22523949,36147.12035455049,706
bbr,cubic,10,12,11888855,13649805,1390214,1085636,15717940,18905658,110,91,115,104,21195368,22891826,32729.951431460926,707
bbr,cubic,10,12,11739944,15801851,1416194,1216750,14187971,14501315,91,91,102,89,21687167,23255280,32643.609993948838,708
bbr,cubic,10,12,12247815,13408215,1344008,1114750,15465195,19643550,111,81,116,120,20815392,22024551,36348.49737502102,709
bbr,cubic,10,12,12498771,14096388,1462878,1174799,13464345,12872667,116,85,117,84,21450744,23346202,35229.77699924364,710
bbr,cubic,10,12,12081013,12775154,1510839,1065306,14376770,17825814,115,86,118,95,21053913,22747374,36890.67729153749,711
bbr,cubic,10,11,12414585,12409110,1390650,1148128,14705348,11749956,99,92,87,106,22048818,23548383,35447.1690379504,712
cubic,reno,10,12,12139872,13508161,931323,1133001,15084900,17415201,112,89,90,118,20306328,22263991,34512.21499041397,713
bbr,cubic,10,8,11447386,13301246,1345983,1093628,15915638,19952174,118,84,85,86,21314686,20387531,35116.61572028637,714
bbr2,cubic,10,8,11870044,12549772,1371595,1170152,11917934,19323802,102,94,113,85,22478784,28165018,36410.27955928873,715
bbr2,bbr,10,11,12608007,12941541,1435191,1216254,13021937,19072221,100,88,116,119,21892641,21387336,36874.83378295273,716
bbr2,bbr2,11,12,12224240,13139384,900574,723125,13657357,17623059,117,83,92,117,21502428,23141500,36186.13370902988,717
bbr,bbr,8,8,12012704,13892465,1184639,1199953,15354155,19540045,111,90,118,108,21751911,21753618,36800.678753974054,718
bbr2,bbr,9,12,12797217,12309079,1404786,873306,12680001,12248450,119,87,117,120,21105678,21528755,38540.38636831427,719
bbr2,bbr,9,12,12788993,12145793,1544503,889569,19961508,12513941,120,86,117,120,20789835,28492549,36820.17536159111,720
bbr2,bbr,9,12,12761666,11985190,1413481,861213,12251527,15489597,119,87,117,87,20514980,21393399,36106.52805886814,721
bbr2,bbr,9,12,12733754,12306213,1477002,926456,12704241,18144698,117,87,117,97,21011721,22579010,35801.8425430611,722
reno,bbr,9,12,12856100,12198614,1370744,874809,12800759,19789810,120,88,94,120,21180352,21132169,36818.23608311856,723
cubic,bbr,10,12,12939200,12382505,1327913,895583,12590236,18819820,119,86,118,120,20945184,23688896,33051.7805218241,724
bbr2,bbr,12,12,12664827,12296716,1394678,912706,12386831,16874582,119,88,115,109,22121290,20316274,36685.63936536869,725
bbr,bbr,9,12,11576271,12526176,1424876,949611,12729741,13075623,119,87,116,120,21303360,20678709,36367.88031551228,726
bbr2,bbr,10,12,12898327,12439977,1343415,1671313,12561989,20196779,118,88,119,116,21602702,20972778,37091.93428287934,727
bbr2,bbr,11,12,12634730,12183988,963467,1024738,12923969,18384215,116,85,114,86,20743027,21562213,36583.31061942464,728
bbr2,bbr,9,12,13871428,12705344,1450225,867950,12319391,19390359,118,89,118,85,21152557,21272458,36278.21488483972,729
bbr2,bbr,10,12,12766934,11041412,1295663,1997101,12539303,19161971,117,86,116,113,25360482,20831558,35536.561921614266,730
bbr2,bbr,10,12,11718258,12047758,1257522,854185,13230025,12185944,119,88,117,119,22402903,22712740,36830.376096588,731
bbr,bbr,10,12,12549168,12630979,1380603,974389,12983867,18650828,114,85,91,107,21847885,29041712,37111.9542442947,732
bbr2,bbr,9,11,12965854,12242995,1365437,1336939,13081687,18005355,118,87,100,84,21443793,20550088,37830.88008146489,733
bbr2,bbr,9,12,13027701,11726468,1365108,1378499,13069629,17894422,118,87,119,83,26096130,20535847,36661.63778409836,734
bbr2,bbr,9,10,12982760,12462951,1398946,1314724,12709107,19704994,119,87,113,83,21387344,20552642,37355.454044276456,735
bbr2,bbr,9,11,12865784,12781261,1355691,1344350,13037669,19059967,116,87,101,84,21167705,20141014,36009.656825541824,736
cubic,bbr,9,8,13102728,12422454,1415818,1354707,12413553,17481147,120,88,95,84,21419707,20810781,35909.30689102221,737
bbr,bbr,9,12,12834748,12093345,1022055,1361465,20482872,19519301,118,88,110,82,21309925,20380354,36615.27891810304,738
bbr2,bbr,9,10,13266822,12593052,1382597,1284939,12811385,16230886,118,86,105,119,20950599,20731344,31525.489336866478,739
bbr2,bbr,9,11,12992088,15569496,1338624,1332722,12851484,17699992,117,89,118,91,21541438,20967751,36211.07958003718,740
bbr2,reno,9,8,12898379,14994730,1437687,1305282,13221915,19954429,118,87,100,106,21132823,20596754,31870.26686944434,741
bbr2,bbr,9,10,12645171,13053866,1363111,1388752,12916149,20652762,119,89,117,120,20891259,24998494,35920.00883804538,742
bbr,bbr,9,12,13118659,11928435,1406123,1291561,12490152,12421332,120,118,92,117,20720989,20369795,37423.51443252701,743
bbr2,bbr,9,8,11226495,12340021,1380884,1461827,13295877,19275349,118,87,115,119,21484147,20295324,35860.73636574274,744
bbr2,bbr,9,10,12736393,14381325,1341125,1322924,14587347,11935962,116,90,93,108,21102042,20538083,36945.83827898076,745
reno,bbr,9,11,12482342,12828594,1451675,1255564,13103074,12731361,119,88,115,118,24346167,21159310,35837.663902279804,746
bbr2,bbr,9,11,12765577,12528480,1395051,1109437,12725406,13722769,117,108,116,90,21630944,20890886,36117.6900131578,747
bbr2,bbr,10,12,10008774,12251012,1483761,1359315,14826058,18861019,103,89,119,120,20381051,20136861,36343.615503059176,748
bbr,bbr,10,10,13178926,10763154,1362069,1267359,13356818,17217908,117,91,118,116,21294746,27931789,36413.99380208249,749
bbr2,bbr,9,8,12933167,12690632,1426739,1403924,14500524,18009943,115,95,83,113,21029405,20502556,37348.40221153478,750
bbr2,bbr,10,12,10186776,13199292,871283,1157493,12092113,19575634,118,86,106,84,21365245,20750893,30411.577894110993,751
bbr2,bbr2,10,10,12556919,12995889,1324968,1066153,13091642,19783770,102,90,100,106,20551312,28341673,35367.720903641326,752
cubic,bbr,9,8,13655012,12333639,1389817,1232954,14699506,20272972,119,88,117,80,21613120,24318075,35583.019968398396,753
bbr2,bbr,11,11,12371820,12861124,1146040,1127978,14332573,12249040,105,119,84,103,21118491,21512246,35222.913220945615,754
bbr,bbr,9,12,10417778,12489567,1420375,1337063,15031263,19270885,116,87,98,82,21389138,28726629,35519.88956943512,755
bbr2,bbr,10,10,12659015,15663000,1357117,901752,14964090,20024416,120,117,93,112,20804694,20285027,34133.88889793128,756
bbr2,bbr,10,8,13014619,16757687,1330653,1185341,14783398,18979846,87,89,82,118,21674464,23898124,37600.73761670377,757
bbr2,bbr,10,11,12826800,13363559,823743,1037823,21600515,18526555,117,93,108,107,21243787,29237317,37160.929983657996,758
bbr2,bbr,8,10,12456128,12206883,1377511,1165186,12919544,17892317,103,86,83,109,26394505,21665093,32367.715042758326,759
bbr,bbr,10,8,11123991,12654704,1449432,839869,14587933,19404864,101,88,99,105,21422460,21327913,35504.26968422621,760
bbr2,reno,9,12,13429876,13238527,1399342,1430650,12591946,12084648,104,89,118,120,21045280,20647763,25970.85827651201,761
bbr2,bbr,8,10,10317342,15517718,1364530,1090967,15143833,18283046,115,90,119,81,21756521,21064843,36828.11237116253,762
bbr2,bbr,8,12,12909410,12401259,1419938,1000975,13357441,19195407,118,118,113,119,20678630,21925554,36619.5146738096,763
cubic,bbr,10,11,11353022,14583425,1468631,1206487,13132040,11746788,102,91,116,83,20934267,27661622,35066.162310119085,764
bbr2,bbr,8,8,12591833,13072214,1310170,928497,14288857,19732021,116,119,84,114,21551840,20442723,36419.226638116896,765
bbr,bbr,8,11,12366573,16113361,1341603,1271000,14790936,12573656,113,88,82,85,21143664,29407262,35978.798580510236,766
bbr2,bbr,8,10,10869224,14759348,1389947,1135211,14891237,19477279,101,87,82,113,21282881,21275944,36230.441385053135,767
bbr2,bbr,8,12,13114775,13443788,1427552,957853,15231405,18676644,104,89,117,104,21461096,28894706,38298.86472276426,768
bbr2,bbr,8,12,13290658,13332765,1510837,883281,15207632,18777760,104,89,116,103,21825348,28291802,35762.67718039317,769
bbr2,bbr,8,12,13177696,13281701,1487990,967111,15205896,18510127,106,90,115,104,21582232,29012073,37899.67524663726,770
reno,bbr2,8,12,13411208,13149099,1561181,1003469,15288712,18580304,105,90,116,104,21720663,28858295,36833.820726962964,771
bbr2,bbr,8,12,13254028,13178642,1501948,953268,15382402,18705871,106,91,112,104,21619136,28632657,35231.81889772047,772
bbr2,bbr,8,12,13424641,12947985,1485766,969661,15092541,18756405,104,90,115,106,21837413,29084059,36904.910751405725,773
bbr,bbr,8,12,13162397,13203731,1526258,930300,15603970,18528012,105,91,114,103,21556904,29082845,37472.730602745476,774
bbr2,bbr,8,12,13207881,13035970,1480705,967716,15233362,18892019,80,89,113,105,21513884,28872354,36941.949678388766,775
bbr2,bbr,8,12,13157683,13270687,1533302,1000936,15474103,18657034,106,90,115,102,29369368,28860819,37383.25487043372,776
bbr2,bbr,8,12,12964861,13407711,1461638,994902,13504052,18945236,104,90,114,104,21871479,29032328,36668.62498251504,777
